qid,official_en,alias,type,lat,lon,wikidata_url
Q42156270,Two International Finance Center,Two International Finance Centre,tower block,37.52516389,126.92501944,http://www.wikidata.org/entity/Q42156270
Q42156270,Two International Finance Center,2IFC Seoul,tower block,37.52516389,126.92501944,http://www.wikidata.org/entity/Q42156270
Q42186073,Jeonju Indoor Ice Rink,Hwasan Ice Arena,indoor ice rink,35.822,127.124,http://www.wikidata.org/entity/Q42186073
Q42186073,Jeonju Indoor Ice Rink,Hwasan Indoor Ice Rink,indoor ice rink,35.822,127.124,http://www.wikidata.org/entity/Q42186073
Q42186214,Yongpyong Dome,Yongpyong Indoor Ice Rink,indoor ice rink,37.658,128.696,http://www.wikidata.org/entity/Q42186214
Q42682661,Kumhwa,"Kumwha, Korea",locality,38.2,127.467,http://www.wikidata.org/entity/Q42682661
Q52857488,Korean Association of Political Economy,KJPE,organization,37.576841,126.969857,http://www.wikidata.org/entity/Q52857488
Q52857504,The Japanese Language Literature Association of Korea,Korean Literature Society of Korea,organization,35.846846,127.129363,http://www.wikidata.org/entity/Q52857504
Q52857511,Kyung Hee University Hospital at Gangdong,KUIMS,hospital,37.55459,127.157561,http://www.wikidata.org/entity/Q52857511
Q54228877,May 2018 inter-Korean summit,2018 inter-Korean summit,inter-Korean summits,37.96,126.68,http://www.wikidata.org/entity/Q54228877
Q54828153,Cheongsong,Cheongsong Geopark,UNESCO Global Geopark,36.436111111,129.056944444,http://www.wikidata.org/entity/Q54828153
Q54828170,Mudeungsan UNESCO Global Geopark,Mudeungsan Area,UNESCO Global Geopark,35.134166666,126.955555555,http://www.wikidata.org/entity/Q54828170
Q54828170,Mudeungsan UNESCO Global Geopark,Mudeungsan Geopark,UNESCO Global Geopark,35.134166666,126.955555555,http://www.wikidata.org/entity/Q54828170
Q55085490,Hongsanhyeon Gwana,Buyeo Hongsanhyeon Government Office,cultural heritage,36.214722222,126.755277777,http://www.wikidata.org/entity/Q55085490
Q52856379,SP Technology (South Korea),SPTek,business,37.57046,126.972372,http://www.wikidata.org/entity/Q52856379
Q52856384,Korea Academic Society of Tourism Management,KASTM,organization,36.582544,126.662089,http://www.wikidata.org/entity/Q52856384
Q52856384,Korea Academic Society of Tourism Management,Korea Tourism Management Association,organization,36.582544,126.662089,http://www.wikidata.org/entity/Q52856384
Q52856384,Korea Academic Society of Tourism Management,The Korean Society for Sustainable Tourism Management,organization,36.582544,126.662089,http://www.wikidata.org/entity/Q52856384
Q52856424,Sunlin University,Pohang Nursing Technical Institute,educational institution,36.091573,129.333018,http://www.wikidata.org/entity/Q52856424
Q52856424,Sunlin University,Sunlin College,educational institution,36.091573,129.333018,http://www.wikidata.org/entity/Q52856424
Q52856428,The Association of Comparative Study of World Literature,World Literature Comparative Society,organization,36.884489,128.53374,http://www.wikidata.org/entity/Q52856428
Q52856434,The Yeats Society of Korea,YSK,organization,35.119485,126.947456,http://www.wikidata.org/entity/Q52856434
Q52856434,The Yeats Society of Korea,Yeats Society of Korea,organization,35.119485,126.947456,http://www.wikidata.org/entity/Q52856434
Q52856442,EurasTech (South Korea),"YuRastec Co., Ltd.",business,37.541561,127.047924,http://www.wikidata.org/entity/Q52856442
Q52856621,The Anam Society for the Study Of Education,Anam Education Society,organization,36.61045,127.286747,http://www.wikidata.org/entity/Q52856621
Q52857250,Korean Society of Basic Design & Art,Korean Society of Basic Art and Design,organization,37.522344,127.027543,http://www.wikidata.org/entity/Q52857250
Q52857250,Korean Society of Basic Design & Art,KSBDA,organization,37.522344,127.027543,http://www.wikidata.org/entity/Q52857250
Q52857258,The Korean Society of Christian Religious Education,Korean Christian Education Society,organization,36.340454,127.386395,http://www.wikidata.org/entity/Q52857258
Q52857258,The Korean Society of Christian Religious Education,KSCRE,organization,36.340454,127.386395,http://www.wikidata.org/entity/Q52857258
Q52857342,Korean German Literature Society,German Literature Society of Korea,organization,35.234179,129.079753,http://www.wikidata.org/entity/Q52857342
Q52857350,National NanoFab Center,Nano Synthesis Institute,facility,36.369431,127.366556,http://www.wikidata.org/entity/Q52857350
Q52857350,National NanoFab Center,NanoFab Center,facility,36.369431,127.366556,http://www.wikidata.org/entity/Q52857350
Q52857350,National NanoFab Center,NNFC,facility,36.369431,127.366556,http://www.wikidata.org/entity/Q52857350
Q52857365,Korean Literature Research Society,Korean Literature Society,organization,37.561262,127.042778,http://www.wikidata.org/entity/Q52857365
Q52857376,Korean Economic and Business Association,KEBA,organization,35.855087,128.487105,http://www.wikidata.org/entity/Q52857376
Q52857376,Korean Economic and Business Association,Korea Economic and Trade Association,organization,35.855087,128.487105,http://www.wikidata.org/entity/Q52857376
Q52857383,Korean Academy of International Business,KAIB,organization,37.596246,127.052544,http://www.wikidata.org/entity/Q52857383
Q52857383,Korean Academy of International Business,Korea International Business Association,organization,37.596246,127.052544,http://www.wikidata.org/entity/Q52857383
Q52857390,Korean Association of French Language and Literature,Korean French Language Association,organization,37.583272,126.973036,http://www.wikidata.org/entity/Q52857390
Q52857390,Korean Association of French Language and Literature,Korean Society of French Language and Literature,organization,37.583272,126.973036,http://www.wikidata.org/entity/Q52857390
Q52857412,Korean Academic Society of Taxation,The Korean Taxation Society,organization,37.579498,126.936518,http://www.wikidata.org/entity/Q52857412
Q52857427,The Association For Korean Law Of Property,Association For Korean Law Of Property,organization,35.175951,126.908585,http://www.wikidata.org/entity/Q52857427
Q52857427,The Association For Korean Law Of Property,Korean Property Law Society,organization,35.175951,126.908585,http://www.wikidata.org/entity/Q52857427
Q52857433,Korean Strategic Marketing Association,Korea Strategic Marketing Association,organization,35.213585,128.581347,http://www.wikidata.org/entity/Q52857433
Q52857433,Korean Strategic Marketing Association,Korea Strategic Marketing Society,organization,35.213585,128.581347,http://www.wikidata.org/entity/Q52857433
Q52857441,Korea Economic Development Institute,Korean Development Economics Association,organization,37.57783,126.973036,http://www.wikidata.org/entity/Q52857441
Q52857449,Korean Society of Educational Technology,KSET,educational institution,37.558237,126.988142,http://www.wikidata.org/entity/Q52857449
Q52857449,Korean Society of Educational Technology,Korean Educational Technology Institute,educational institution,37.558237,126.988142,http://www.wikidata.org/entity/Q52857449
Q52857457,Korean Society for History of Education,KSHE,organization,36.339071,127.390171,http://www.wikidata.org/entity/Q52857457
Q52857457,Korean Society for History of Education,Korea Educational Research Society,organization,36.339071,127.390171,http://www.wikidata.org/entity/Q52857457
Q52857457,Korean Society for History of Education,Korean Educational Societies,organization,36.339071,127.390171,http://www.wikidata.org/entity/Q52857457
Q52857464,Korean Association for Public Security Administration,KAPSA,organization,35.876642,128.579839,http://www.wikidata.org/entity/Q52857464
Q52857464,Korean Association for Public Security Administration,Korea Institute of Public Security Administration,organization,35.876642,128.579839,http://www.wikidata.org/entity/Q52857464
Q52857464,Korean Association for Public Security Administration,Korean Institute of Police and Security,organization,35.876642,128.579839,http://www.wikidata.org/entity/Q52857464
Q52857469,The Korean-German Society for the Educational Studies,Korean-German Educational Society,organization,35.820692,129.260826,http://www.wikidata.org/entity/Q52857469
Q55730225,Ongjin Baekryeongdo Shell Mound,Baeknyeongdo shell mound,protected area,37.976111111,124.733055555,http://www.wikidata.org/entity/Q55730225
Q55730813,Seosan Songgokseowon juniper trees,Seosan Songgok Seowon Incense Tree,natural monument,36.726944444,126.411944444,http://www.wikidata.org/entity/Q55730813
Q55730875,Seoul Finance Center,SFC,building,37.568431,126.978193,http://www.wikidata.org/entity/Q55730875
Q55731152,Songji's Oorandangjip,Songji's Oorandang Shrine,cultural heritage,34.353888888,126.473333333,http://www.wikidata.org/entity/Q55731152
Q55731193,Suansa Temple,Suansa,temple,37.615833333,126.626944444,http://www.wikidata.org/entity/Q55731193
Q55731877,Eongtto Waterfalls,Eongtto Waterfall,waterfall,33.268611111,126.5,http://www.wikidata.org/entity/Q55731877
Q55731934,MBC Yeouido Headquarters,MBC Yeouido Broadcasting Cente,destroyed building or structure,37.5239,126.930056,http://www.wikidata.org/entity/Q55731934
Q55731934,MBC Yeouido Headquarters,MBC Yeouido Studio,destroyed building or structure,37.5239,126.930056,http://www.wikidata.org/entity/Q55731934
Q55731934,MBC Yeouido Headquarters,Yeouido MBC Headquarters,destroyed building or structure,37.5239,126.930056,http://www.wikidata.org/entity/Q55731934
Q55732399,Yonginhyanggyo,Yongin Hyanggyo,cultural heritage,37.295277777,127.120833333,http://www.wikidata.org/entity/Q55732399
Q55454092,The English Linguistics Society of Korea,ELSOK,organization,35.968068,126.736455,http://www.wikidata.org/entity/Q55454092
Q55454092,The English Linguistics Society of Korea,Korean Society for the History of the English Language,organization,35.968068,126.736455,http://www.wikidata.org/entity/Q55454092
Q55454100,Korean Association For Housing Policy Studies,KAHPS,organization,36.342217,127.392261,http://www.wikidata.org/entity/Q55454100
Q55471717,CHUNGNAM LIBRARY,Chungnam Library,library,36.655878,126.669803,http://www.wikidata.org/entity/Q55471717
Q50410298,Inter-Korean Peace House,Peace House,border checkpoint,37.955833333,126.676666666,http://www.wikidata.org/entity/Q50410298
Q50410298,Inter-Korean Peace House,House of Peace,border checkpoint,37.955833333,126.676666666,http://www.wikidata.org/entity/Q50410298
Q56583154,Bioleaders (South Korea),BioLeaders Corporation,business,37.450591,127.145312,http://www.wikidata.org/entity/Q56583154
Q56583164,Bristol-Myers Squibb (South Korea),BMS,business,37.506653,127.057284,http://www.wikidata.org/entity/Q56583164
Q56583164,Bristol-Myers Squibb (South Korea),BMS Pharmaceutical,business,37.506653,127.057284,http://www.wikidata.org/entity/Q56583164
Q56583195,Syneos Health (South Korea),INC Research,business,37.57046,126.978553,http://www.wikidata.org/entity/Q56583195
Q56583195,Syneos Health (South Korea),InVentiv Health Incorporated,business,37.57046,126.978553,http://www.wikidata.org/entity/Q56583195
Q56583211,iNtRON (South Korea),iNtRON Biotechnology,business,37.567739,126.978553,http://www.wikidata.org/entity/Q56583211
Q56583213,Pharmbio Korea (South Korea),PBK,business,37.571548,126.977866,http://www.wikidata.org/entity/Q56583213
Q56583221,JINIS Biopharmaceuticals (South Korea),JINIS,business,35.95189,127.124376,http://www.wikidata.org/entity/Q56583221
Q56583248,JW Shinyak (South Korea),JW Global Shinyak,business,37.483237,127.021212,http://www.wikidata.org/entity/Q56583248
Q56583254,Samsung Pharm (South Korea),Samsung Pharmaceutical,business,37.091694,126.907196,http://www.wikidata.org/entity/Q56583254
Q56583259,JW Pharmaceutical,ChoongWae Pharmaceutical,business,37.48322,127.021202,http://www.wikidata.org/entity/Q56583259
Q56583259,JW Pharmaceutical,Chosun Pharmaceutical Pharma,business,37.48322,127.021202,http://www.wikidata.org/entity/Q56583259
Q56583259,JW Pharmaceutical,JoongWae Pharmaceutical,business,37.48322,127.021202,http://www.wikidata.org/entity/Q56583259
Q56583265,CellaMedic Biotechnology (South Korea),Cellamedic Korea,business,37.569123,126.985395,http://www.wikidata.org/entity/Q56583265
Q56583303,CL Pharm (South Korea),Creative Life,business,37.566946,126.981275,http://www.wikidata.org/entity/Q56583303
Q56583309,Korea Pharma (South Korea),KP,business,37.497386,127.029575,http://www.wikidata.org/entity/Q56583309
Q56583309,Korea Pharma (South Korea),Minsaeng Pharmaceutical,business,37.497386,127.029575,http://www.wikidata.org/entity/Q56583309
Q56583319,The Korean Atopic Dermatitis Association,KADA,organization,37.478921,127.037792,http://www.wikidata.org/entity/Q56583319
Q56583326,Korean Otological Society,KOS,organization,37.485394,127.028999,http://www.wikidata.org/entity/Q56583326
Q56583329,Dae Hwa Pharm (South Korea),"Daehwa Pharmaceutical, Daehwa Pharm",business,37.562592,126.979902,http://www.wikidata.org/entity/Q56583329
Q56583331,The Korean Society for Anesthetic Pharmacology,KSAP,organization,37.488015,127.101756,http://www.wikidata.org/entity/Q56583331
Q56583334,Korean Cancer Study Group,KCSG,facility,37.576115,126.976754,http://www.wikidata.org/entity/Q56583334
Q56583338,The Korean Society of Nephrology,KSN,organization,37.494047,127.028212,http://www.wikidata.org/entity/Q56583338
Q56583342,Korean Continence Society,Korean Incontinence Society,organization,37.492958,126.908726,http://www.wikidata.org/entity/Q56583342
Q56583342,Korean Continence Society,Korean Urinary Disorders Association,organization,37.492958,126.908726,http://www.wikidata.org/entity/Q56583342
Q56583342,Korean Continence Society,Urinary Incontinence Incontinence Society of Korea,organization,37.492958,126.908726,http://www.wikidata.org/entity/Q56583342
Q56583342,Korean Continence Society,Voiding Disability Study Group,organization,37.492958,126.908726,http://www.wikidata.org/entity/Q56583342
Q56583345,Korean Society for the Study of Obesity,KSSO,medical association,37.560907,126.963689,http://www.wikidata.org/entity/Q56583345
Q56583352,Dai Han Pharm (South Korea),DAI HAN Pharmaceutical Chemistry,business,37.572388,126.977156,http://www.wikidata.org/entity/Q56583352
Q56583352,Dai Han Pharm (South Korea),Joseon Pharmaceutical Chemistry,business,37.572388,126.977156,http://www.wikidata.org/entity/Q56583352
Q56583358,Korean Pancreatobiliary Association,KPBA,organization,37.562093,126.989855,http://www.wikidata.org/entity/Q56583358
Q56583358,Korean Pancreatobiliary Association,Korean Society for Pancreatectomy,organization,37.562093,126.989855,http://www.wikidata.org/entity/Q56583358
Q56583360,Daiichi-Sankyo (South Korea),Daiichi Sankyō Kabushiki-Kaisha,business,37.565857,126.982649,http://www.wikidata.org/entity/Q56583360
Q56583366,Daiseung Medics (South Korea),"K.C.R. Trading Co., Ltd.",business,37.570212,126.985395,http://www.wikidata.org/entity/Q56583366
Q56583368,Korean Society of Interventional Neuroradiology,Korean Society of Neurological Interventional Therapy,organization,37.271576,127.12672,http://www.wikidata.org/entity/Q56583368
Q56583368,Korean Society of Interventional Neuroradiology,KSIN,organization,37.271576,127.12672,http://www.wikidata.org/entity/Q56583368
Q56583371,Dalim (South Korea),Dalim Biotech,business,37.561503,126.988142,http://www.wikidata.org/entity/Q56583371
Q56583395,Yonsei Proteome Research Center,YPRC,facility,37.562828,126.932325,http://www.wikidata.org/entity/Q56583395
Q56583418,Bio Pharm Dongsung (South Korea),Dong Sung Pharmaceutical,business,37.569123,126.978529,http://www.wikidata.org/entity/Q56583418
Q56583434,Biosolution (South Korea),Biosolution,public company,37.635008,127.080581,http://www.wikidata.org/entity/Q56583434
Q56583434,Biosolution (South Korea),MCTT Bio,public company,37.635008,127.080581,http://www.wikidata.org/entity/Q56583434
Q56750766,Taean Vessel Traffic Service Center,Taean VTS,traffic management,36.972761944,126.391561944,http://www.wikidata.org/entity/Q56750766
Q56750811,Gyeongin Vessel Traffic Service Center,Gyeongin VTS,traffic management,37.518765,126.498417,http://www.wikidata.org/entity/Q56750811
Q59536650,Global Stem cell & Regenerative medicine Acceleration Center,GSRAC,nonprofit organization,37.459079,126.63207,http://www.wikidata.org/entity/Q59536650
Q59556849,Daegu iM Bank Park,Daegu Forest Arena,sports venue,35.881253,128.588231,http://www.wikidata.org/entity/Q59556849
Q59556849,Daegu iM Bank Park,DGB Daegu Bank Park,sports venue,35.881253,128.588231,http://www.wikidata.org/entity/Q59556849
Q55735751,Korean Society of Systematic Theology,Korean Organization Theological Society,organization,37.563034,126.839977,http://www.wikidata.org/entity/Q55735751
Q55735752,Korean Association for Religious Studies,KARS,organization,37.460478,126.951715,http://www.wikidata.org/entity/Q55735752
Q55735752,Korean Association for Religious Studies,KOARS,organization,37.460478,126.951715,http://www.wikidata.org/entity/Q55735752
Q55735752,Korean Association for Religious Studies,Korean Religious Society,organization,37.460478,126.951715,http://www.wikidata.org/entity/Q55735752
Q55735899,Haenam Seodongsa camellia and silkworm tree forest,Haenam Seodongsa camellia and nutmeg tree forest,forest,34.691111111,126.309722222,http://www.wikidata.org/entity/Q55735899
Q55735906,Haenam Yongjeongsa Temple,Chungmusa,temple,34.57,126.574166666,http://www.wikidata.org/entity/Q55735906
Q55735906,Haenam Yongjeongsa Temple,Minchungsa,temple,34.57,126.574166666,http://www.wikidata.org/entity/Q55735906
Q55735906,Haenam Yongjeongsa Temple,Ochungsa,temple,34.57,126.574166666,http://www.wikidata.org/entity/Q55735906
Q55735906,Haenam Yongjeongsa Temple,Yongjeongsa,temple,34.57,126.574166666,http://www.wikidata.org/entity/Q55735906
Q55736102,Jeju Udo Hongjo Nodule Beach,"Rhodolith Beach on Udo Island, Jeju",natural monument,33.509166666,126.9475,http://www.wikidata.org/entity/Q55736102
Q55736136,Hwaseong Geumsansa Temple,Geumsansa,temple of Confucius,37.190277777,126.888333333,http://www.wikidata.org/entity/Q55736136
Q55736160,Hwasun Byeokji-ri Chunghyosa Temple,Chunghyosa Temple,temple of Confucius,34.954722222,126.888888888,http://www.wikidata.org/entity/Q55736160
Q55736544,Gangneung–Wonju National University Museum,GWNU Museum,university museum,37.7698,128.8705,http://www.wikidata.org/entity/Q55736544
Q55736546,Gangneung–Wonju National University Central Library,Gangneung–Wonju National University Library,academic library,37.7702,128.869,http://www.wikidata.org/entity/Q55736546
Q55736808,Napseong,Napseong Fortress,fortress,36.748333333,127.581111111,http://www.wikidata.org/entity/Q55736808
Q55737429,Anseong Gold Mine Fortress,Geumgwangsanseong,fortress,36.995277777,127.323055555,http://www.wikidata.org/entity/Q55737429
Q55738064,Korea Accounting Standards Board,KASB,organization,37.560774,126.973893,http://www.wikidata.org/entity/Q55738064
Q56295197,Sosabeol Leports Town,Pyeongtaek Sosabeol Leports Town,sports venue,36.987609,127.106502,http://www.wikidata.org/entity/Q56295197
Q56336402,Ulsan Bukbu Fire Station,Northern Ulsan Fire Station,fire station,35.606806,129.370272,http://www.wikidata.org/entity/Q56336402
Q56583098,GL PharmTech (South Korea),GLPT,business,37.575902,126.974433,http://www.wikidata.org/entity/Q56583098
Q56583106,GreenCross Medical Science (South Korea),GCMS,business,37.566106,126.976493,http://www.wikidata.org/entity/Q56583106
Q56583114,MSD (South Korea),MSD,business,37.568283,126.977179,http://www.wikidata.org/entity/Q56583114
Q56583114,MSD (South Korea),Merck Sharp & Dohme,business,37.568283,126.977179,http://www.wikidata.org/entity/Q56583114
Q43896363,"The Catholic University of Korea, Yeouido St. Mary's Hospital",Yeouido St. Mary's Hospital,university hospital,37.518383,126.936485,http://www.wikidata.org/entity/Q43896363
Q45136136,"College of Medicine, Hanyang University",Hanyang University School of Medicine,medical school,37.5589258,127.0427134,http://www.wikidata.org/entity/Q45136136
Q45136136,"College of Medicine, Hanyang University",medix.hanyang.ac.kr,medical school,37.5589258,127.0427134,http://www.wikidata.org/entity/Q45136136
Q47168566,bobsleigh at the 2018 Winter Olympics – two-man,bobsleigh at the 2018 Winter Olympics - two-man,Olympic sporting event,37.653714,128.681389,http://www.wikidata.org/entity/Q47168566
Q47168679,bobsleigh at the 2018 Winter Olympics – four-man,bobsleigh at the 2018 Winter Olympics - four-man,Olympic sporting event,37.653714,128.681389,http://www.wikidata.org/entity/Q47168679
Q47168773,bobsleigh at the 2018 Winter Olympics – two-woman,bobsleigh at the 2018 Winter Olympics - two-woman,Olympic sporting event,37.653714,128.681389,http://www.wikidata.org/entity/Q47168773
Q47495951,2018 Miryang hospital fire,Sejong Hospital fire,structure fire,35.476111111,128.766111111,http://www.wikidata.org/entity/Q47495951
Q55732641,Monument in Yudang Park,Bigun in Yudang Park,cultural heritage,34.970555555,127.592222222,http://www.wikidata.org/entity/Q55732641
Q55733018,Eumseong Yangdeok-ri Dolmen,Eumseong Yangdeok-ri Ruins,cultural heritage,37.044444444,127.487777777,http://www.wikidata.org/entity/Q55733018
Q55733709,Gangok seowon,Imcheon Gangok Seowon,seowon,36.105833333,126.543055555,http://www.wikidata.org/entity/Q55733709
Q55733766,Jamsil RICENZ,RICENZ,apartment,37.5140313,127.0882363,http://www.wikidata.org/entity/Q55733766
Q55733768,III-Zium Jamsil,Jamsil III-Zium,apartment,37.5093771,127.089127,http://www.wikidata.org/entity/Q55733768
Q55733946,Jeonbuk Agricultural Research & Extension Services,JBARES,facility,35.941437,126.994526,http://www.wikidata.org/entity/Q55733946
Q55733946,Jeonbuk Agricultural Research & Extension Services,Jeollabuk-do Agricultural Technology and Extension Services,facility,35.941437,126.994526,http://www.wikidata.org/entity/Q55733946
Q55734145,Taesansa Temple in Jeongeup,Taesansa,historic site,35.646388888,126.793611111,http://www.wikidata.org/entity/Q55734145
Q55734145,Taesansa Temple in Jeongeup,Taesansa Temple,historic site,35.646388888,126.793611111,http://www.wikidata.org/entity/Q55734145
Q55734326,Daekyung Culture Arts High School,UPAS,high school,35.836783745,128.822360969,http://www.wikidata.org/entity/Q55734326
Q55734326,Daekyung Culture Arts High School,Universal Performing Arts School,high school,35.836783745,128.822360969,http://www.wikidata.org/entity/Q55734326
Q55734671,Wonseong Jin,Jangseong Jinwonseong,fortress,35.266944444,126.843611111,http://www.wikidata.org/entity/Q55734671
Q55734671,Wonseong Jin,Jinwonseong,fortress,35.266944444,126.843611111,http://www.wikidata.org/entity/Q55734671
Q55734870,Naesan-ri Dolmen,Cheongju Naesan-ri Dolmen,cultural heritage,36.640833333,127.656111111,http://www.wikidata.org/entity/Q55734870
Q55734876,Cheongju Sangdangsa Temple,Cheongju Sangdangsa,temple of Confucius,36.656944444,127.528333333,http://www.wikidata.org/entity/Q55734876
Q55735373,Taehwa International Christian Academy,Taehwa Christian International School,Christian school,37.278645448,127.26971594,http://www.wikidata.org/entity/Q55735373
Q55735457,Paju Gyeongui Line Jangdan Station Bridge of Death,Bridge of Death,bridge,37.903611111,126.696944444,http://www.wikidata.org/entity/Q55735457
Q55735560,My Paul School,Paul Math School,alternative school,36.683215459,127.768088326,http://www.wikidata.org/entity/Q55735560
Q47745791,Seoul Seongdong Fire Station,Seongdong Fire Station,fire station,37.553872222,127.038452777,http://www.wikidata.org/entity/Q47745791
Q47770420,Daejeon Special Rescue Squad,Daejeon Fire Aviation Squad,fire station,36.433955555,127.389769444,http://www.wikidata.org/entity/Q47770420
Q47830553,Incheon Songdo Fire Station,Songdo Fire Station,fire station,37.367202777,126.650513888,http://www.wikidata.org/entity/Q47830553
Q48380385,Tongyeong Vessel Traffic Service Center,Tongyeong VTS,vessel traffic service,34.832099,128.422339,http://www.wikidata.org/entity/Q48380385
Q48397204,Gyeongin Vessel Traffic Service Center,Gyeongin VTS,vessel traffic service,37.558365,126.607537,http://www.wikidata.org/entity/Q48397204
Q48754297,Korean-German Chamber of Commerce and Industry,KGCCI,chamber of commerce and industry,37.53474,127.01013,http://www.wikidata.org/entity/Q48754297
Q49888124,Seoul Municipal Baekam Mental Hospital,Baekam Mental Hospital,hospital,37.121986,127.364861,http://www.wikidata.org/entity/Q49888124
Q49890086,Seoul Municipal Chukryeong Mental Hospital,Chukryeong Mental Hospital,hospital,37.739826,127.310708,http://www.wikidata.org/entity/Q49890086
Q49892006,Seoul Municipal Goyang Mental Hospital,Goyang Mental Hospital,hospital,37.711442,126.854567,http://www.wikidata.org/entity/Q49892006
Q50036237,Korean Association for the Study of Intestinal Diseases,KASID,organization,37.498671,127.062398,http://www.wikidata.org/entity/Q50036237
Q50036241,Korean Association for the Study of Targeted Therapy,KASTT,organization,37.557397,126.992286,http://www.wikidata.org/entity/Q50036241
Q50036245,Korean Association Of Endocrine Surgeons,KATES,organization,37.506931,127.033688,http://www.wikidata.org/entity/Q50036245
Q50036245,Korean Association Of Endocrine Surgeons,Korean Association of Thyroid and Endocrine Surgeons,organization,37.506931,127.033688,http://www.wikidata.org/entity/Q50036245
Q50036245,Korean Association Of Endocrine Surgeons,The Korean Association Of Endocrine Surgeons,organization,37.506931,127.033688,http://www.wikidata.org/entity/Q50036245
Q50036252,Korean Society of Coloproctology,KSCP,organization,37.512993,127.103798,http://www.wikidata.org/entity/Q50036252
Q50036257,Korean College of Helicobacter and Upper Gastrointestinal Research,KCHUGR,organization,37.504973,127.057958,http://www.wikidata.org/entity/Q50036257
Q50036257,Korean College of Helicobacter and Upper Gastrointestinal Research,Korean Society of Helicobacter and Upper Gastrointestinal Research,organization,37.504973,127.057958,http://www.wikidata.org/entity/Q50036257
Q50036263,The Korean Society of Hematology,KSH,organization,37.573914,126.971095,http://www.wikidata.org/entity/Q50036263
Q50036266,Korean Society of Interventional Cardiology,KSIC,organization,37.551592,126.972811,http://www.wikidata.org/entity/Q50036266
Q50036272,Korean Society of Spine Surgery,KSSS,organization,37.495223,127.019774,http://www.wikidata.org/entity/Q50036272
Q50036272,Korean Society of Spine Surgery,Korean Spine Society,organization,37.495223,127.019774,http://www.wikidata.org/entity/Q50036272
Q50036275,The Korean Urological Association,KUA,organization,37.525803,126.972402,http://www.wikidata.org/entity/Q50036275
Q50036275,The Korean Urological Association,Korean Urological Association,organization,37.525803,126.972402,http://www.wikidata.org/entity/Q50036275
Q50036380,Korean Society of Gastrointestinal Endoscopy,KSGE,organization,37.556132,126.923413,http://www.wikidata.org/entity/Q50036380
Q50036431,CM Hospital,CM Chungmu Hospital,hospital,37.517018,126.902506,http://www.wikidata.org/entity/Q50036431
Q50036787,Korea National Enterprise for Clinical Trials,KoNECT,facility,37.543038,126.949659,http://www.wikidata.org/entity/Q50036787
Q50396447,April 2018 inter-Korean summit,2018 inter-Korean summit,inter-Korean summits,37.9558,126.6767,http://www.wikidata.org/entity/Q50396447
Q56583136,BC World Pharm (South Korea),BCWP,business,37.473372,127.052244,http://www.wikidata.org/entity/Q56583136
Q60846828,2018 Survival 3C Masters 3,3-Cushion Challenge Masters,sporting event,37.595648,127.136382,http://www.wikidata.org/entity/Q60846828
Q60846828,2018 Survival 3C Masters 3,3CC,sporting event,37.595648,127.136382,http://www.wikidata.org/entity/Q60846828
Q61091482,Jijangsiwangdo,King Ksitigarbha,cultural heritage,37.480833333,126.916944444,http://www.wikidata.org/entity/Q61091482
Q61094584,Suwon KT Sonicboom Arena,Chilbo Gymnasium,gym,37.2756257,126.9481629,http://www.wikidata.org/entity/Q61094584
Q61095698,Bunawonru,Bunawonlu,cultural heritage,36.701111111,128.856388888,http://www.wikidata.org/entity/Q61095698
Q61098491,Gangneung–Wonju National University Wonju Library,GWNU Wonju Library,academic library,37.3041,127.9243,http://www.wikidata.org/entity/Q61098491
Q65262103,Heungcheonsa,Heungcheonsa Temple,Buddhist temple,37.598242,127.009228,http://www.wikidata.org/entity/Q65262103
Q65241812,Daebul Hotel,Daibutsu Hotel,hotel,37.4735,126.6199,http://www.wikidata.org/entity/Q65241812
Q65249147,Miryang Namgye Seowon,Namgye Seowon,seowon,35.5531913,128.6167359,http://www.wikidata.org/entity/Q65249147
Q65249249,Miryang Stadium,Miryang Badminton Stadium,sports venue,35.506373,128.747494,http://www.wikidata.org/entity/Q65249249
Q65249249,Miryang Stadium,Miryang City Badminton Stadium,sports venue,35.506373,128.747494,http://www.wikidata.org/entity/Q65249249
Q65259615,Sancheong Daepo-ri Min Clan Old House,Min Clan Old House,house,35.464055555,127.853777777,http://www.wikidata.org/entity/Q65259615
Q65262103,Heungcheonsa,Heungcheon Temple,Buddhist temple,37.598242,127.009228,http://www.wikidata.org/entity/Q65262103
Q65263048,"The Catholic University of Korea, St. Paul's Hospital",St. Paul's Hospital,former hospital,37.580415,127.043357,http://www.wikidata.org/entity/Q65263048
Q65271246,Achimtteul Neighborhood Park,Sejong Achimtteul Neighborhood Park,park,36.476938,127.254484,http://www.wikidata.org/entity/Q65271246
Q65272129,Yangdeok Sports Town,Pohang Yangdeok Sports Town,sports venue,36.077693,129.399657,http://www.wikidata.org/entity/Q65272129
Q65273727,Yeonggang Sports Park,Mungyeong Yeonggang Sports Park,sports venue,36.603904,128.21531,http://www.wikidata.org/entity/Q65273727
Q65273845,Imgoseowon ginkgo tree,Imgo Seowon ginkgo tree,cultural heritage,36.0089559,128.9724437,http://www.wikidata.org/entity/Q65273845
Q65281072,Pohang Heunghae Hyanggyo Ipop Tree Colony,Colony of Ipop trees in Uichang-eup,cultural heritage,36.109166666,129.343416666,http://www.wikidata.org/entity/Q65281072
